SEQ_NBR,SEQ_SCHD_START_DT,FLEET,BASE,DIVISION,SPOILAGE,TOTAL_BLOCKED_HRS,TOTAL_SPOILED_HRS,SEQ_CAL_DAYS,SEQ_DUTY_DAYS,SEQ_TTL_FLTTIME,MIN_FLYTIME_PER_LEG,MAX_LEGS_PER_DAY,SEQ_TTL_LEGS,MORETHAN2_321_LEGS,IN_SEQ_DHD,LAYOVER,SEQ_PATTERN,SEQ_START,FLIGHT_PATTERN,SEQ_START_HRS,SF_LOAD_TMS
10888,2025-04-03,320,PHX   ,I ,NOT SPOILED,,,2,2,10,70,3,6,0,0,12,PHX-SLC-PHX-SAT-PHX-PSP-PHX,Starts7:36,2386-2386-1767-2053-2755-2755,7,2025-11-06 21:57:37.430
1291,2024-10-06,777,MIA   ,I ,FULLY SPOILED,,18.58,3,2,18,530,1,2,0,0,26,MIA-LHR-MIA,Starts19:15,38-39,19,2025-11-06 21:57:37.430
25953,2024-08-13,737,DCA   ,D ,NOT SPOILED,10.43,,2,2,10,75,3,5,0,0,15,DCA-DFW-MSY-MIA-MCO-DCA,Starts9:0,796-1055-2553-2822-2284,9,2025-11-06 21:57:37.430
5869,2024-09-18,320,DFW   ,I ,PARTIALLY SPOILED,6.55,3.17,1,1,6,190,2,2,0,0,0,DFW-SAN-DFW,Starts8:32,2034-2034,8,2025-11-06 21:57:37.430
21198,2024-03-23,737,MIA   ,I ,PARTIALLY SPOILED,11.51,3.07,2,2,11,66,3,6,0,0,15,MIA-CUN-MIA-TPA-MIA-GUA-MIA,Starts7:0,2536-2464-2526-1740-1603-1006,7,2025-11-06 21:57:37.430
183,2024-04-10,777,DFW   ,I ,FULLY SPOILED,6.38,6.38,2,2,6,180,1,2,0,0,12,DFW-LAX-DFW,Starts18:30,2777-869,18,2025-11-06 21:57:37.430
6831,2024-06-11,320,DFW   ,I ,NOT SPOILED,5.81,,1,1,5,173,2,2,0,0,0,DFW-TVC-DFW,Starts12:20,2446-2446,12,2025-11-06 21:57:37.430
7622,2024-09-27,320,DFW   ,I ,PARTIALLY SPOILED,17.12,5.9,3,3,17,70,3,8,0,0,17,DFW-SLC-DFW-SAT-DFW-SBA-PHX-SAT-DFW,Starts8:20,2178-2178-2076-1333-2083-564-625-1967,8,2025-11-06 21:57:37.430
21239,2024-03-22,737,MIA   ,I ,PARTIALLY SPOILED,15.4,1.92,3,3,15,108,3,6,0,0,15,MIA-MBJ-MIA-ATL-MIA-CLO-MIA,Starts8:45,2611-2611-1237-2344-919-1142,8,2025-11-06 21:57:37.430
19651,2024-05-09,737,DFW   ,I ,FULLY SPOILED,6.42,6.42,1,1,6,187,2,2,0,0,0,DFW-SNA-DFW,Starts7:6,787-787,7,2025-11-06 21:57:37.430
360,2024-08-17,787,DFW   ,I ,NOT SPOILED,25.33,,3,2,25,720,1,2,0,0,25,DFW-HND-DFW,Starts12:35,175-176,12,2025-11-06 21:57:37.430
27710,2024-05-05,737,ORD   ,D ,PARTIALLY SPOILED,18.35,2.33,3,3,18,76,3,7,0,1,17,ORD-MIA-MCO-DCA-MIA-MSP-DFW-ORD,Starts10:5,1395-457-589-1606-1690-2924-2346,10,2025-11-06 21:57:37.430
7788,2025-02-20,320,LAX   ,I ,NOT SPOILED,,,2,2,11,330,1,2,0,0,16,LAX-HNL-LAX,Starts9:18,31-1480,9,2025-11-06 21:57:37.430
20467,2024-03-17,737,DFW   ,I ,PARTIALLY SPOILED,17.75,5.38,3,3,17,82,3,7,0,0,18,DFW-HDN-DFW-STL-PHX-LAS-ORD-DFW,Starts8:15,1923-1923-2487-2574-2109-2258-2499,8,2025-11-06 21:57:37.430
6831,2025-05-14,320,DFW   ,I ,NOT SPOILED,,,2,2,10,137,3,4,0,0,18,DFW-AVL-DFW-GSO-DFW,Starts12:21,569-569-1316-2242,12,2025-11-06 21:57:37.430
494,2024-08-19,777,LAX   ,I ,FULLY SPOILED,39.35,39.35,5,4,39,338,1,4,0,2,25,LAX-JFK-HND-JFK-LAX,Starts9:51,184-167-168-171,9,2025-11-06 21:57:37.430
7576,2025-05-29,320,DFW   ,I ,PARTIALLY SPOILED,,4.13,3,3,15,84,3,7,0,0,16,DFW-GDL-DFW-CID-CLT-BNA-CLT-DFW,Starts8:25,1830-1830-2061-1039-1819-2692-2747,8,2025-11-06 21:57:37.430
18650,2024-11-07,737,DFW   ,I ,NOT SPOILED,,,1,1,7,215,2,2,0,0,1,DFW-SAL-DFW,Starts10:0,1035-1024,10,2025-11-06 21:57:37.430
3621,2025-03-27,320,CLT   ,I ,NOT SPOILED,,,1,1,7,210,2,2,0,0,0,CLT-SJU-CLT,Starts7:15,2436-2436,7,2025-11-06 21:57:37.430
317,2024-07-07,787,DFW   ,I ,NOT SPOILED,25.5,,3,2,25,720,1,2,0,0,25,DFW-HND-DFW,Starts12:25,175-176,12,2025-11-06 21:57:37.430
20535,2025-04-19,737,MIA   ,I ,NOT SPOILED,,,1,1,7,235,2,2,0,0,1,MIA-CLO-MIA,Starts10:20,919-920,10,2025-11-06 21:57:37.430
26053,2024-04-01,737,LGA   ,D ,NOT SPOILED,17.05,,3,3,17,105,2,6,0,0,19,LGA-DFW-MSP-DFW-ABQ-DFW-LGA,Starts6:0,1597-2283-1395-1209-2335-1608,6,2025-11-06 21:57:37.430
1497,2024-11-23,787,ORD   ,I ,FULLY SPOILED,,16.5,3,2,16,460,1,2,0,0,26,ORD-LHR-ORD,Starts18:35,86-91,18,2025-11-06 21:57:37.430
334,2024-04-28,787,DFW   ,I ,NOT SPOILED,21.75,,3,2,21,615,1,2,0,0,25,DFW-FCO-DFW,Starts14:50,240-239,14,2025-11-06 21:57:37.430
8455,2025-05-26,320,MIA   ,I ,NOT SPOILED,,,1,1,5,160,2,2,0,0,0,MIA-SJU-MIA,Starts12:0,1329-1329,12,2025-11-06 21:57:37.430
21524,2024-08-28,737,MIA   ,I ,NOT SPOILED,15.27,,3,3,15,80,2,5,0,0,16,MIA-ORD-STL-MIA-BOG-MIA,Starts9:26,2565-2383-2981-913-1130,9,2025-11-06 21:57:37.430
1650,2024-03-08,787,ORD   ,I ,FULLY SPOILED,16.75,16.75,3,2,16,470,1,2,0,0,24,ORD-LHR-ORD,Starts18:25,86-87,18,2025-11-06 21:57:37.430
19821,2024-12-29,737,DFW   ,I ,PARTIALLY SPOILED,,5.78,2,2,11,155,3,4,0,0,11,DFW-RSW-DFW-CLE-DFW,Starts8:31,1656-1656-1484-2331,8,2025-11-06 21:57:37.430
8427,2025-02-20,320,MIA   ,I ,NOT SPOILED,,,1,1,6,182,2,2,0,0,0,MIA-EWR-MIA,Starts8:42,1801-1801,8,2025-11-06 21:57:37.430
7035,2025-04-15,320,DFW   ,I ,NOT SPOILED,,,1,1,5,141,2,2,0,0,3,DFW-ORD-DFW,Starts13:0,2988-550,13,2025-11-06 21:57:37.430
9010,2024-04-14,320,PHX   ,I ,NOT SPOILED,5.65,,1,1,5,166,2,2,0,0,1,PHX-OMA-PHX,Starts8:50,2190-2190,8,2025-11-06 21:57:37.430
19965,2024-03-06,737,DFW   ,I ,FULLY SPOILED,15.62,15.62,3,3,15,91,3,6,0,0,16,DFW-MCI-DFW-MCI-MIA-SJO-DFW,Starts7:9,2107-2107-1811-892-1593-1080,7,2025-11-06 21:57:37.430
5821,2025-03-17,320,DFW   ,I ,NOT SPOILED,,,2,2,10,137,3,4,0,0,20,DFW-PVR-DFW-ORD-DFW,Starts10:30,1215-1215-566-1559,10,2025-11-06 21:57:37.430
1081,2024-04-09,787,PHL   ,I ,NOT SPOILED,6.85,,1,1,6,190,2,2,0,0,2,PHL-DFW-PHL,Starts11:4,1945-1327,11,2025-11-06 21:57:37.430
544,2024-11-08,787,DFW   ,I ,NOT SPOILED,,,3,2,19,545,1,2,0,0,24,DFW-LHR-DFW,Starts21:0,78-21,21,2025-11-06 21:57:37.430
20170,2024-04-06,737,DFW   ,I ,FULLY SPOILED,5.05,5.05,1,1,5,147,2,2,0,0,2,DFW-ORD-DFW,Starts15:35,1559-1463,15,2025-11-06 21:57:37.430
20401,2025-05-22,737,LGA   ,I ,NOT SPOILED,,,2,2,10,135,2,4,0,0,16,LGA-MIA-SDQ-MIA-LGA,Starts13:22,605-368-2367-2213,13,2025-11-06 21:57:37.430
648,2024-04-04,777,LGA   ,I ,PARTIALLY SPOILED,32.73,7.73,5,4,32,219,1,4,0,2,26,JFK-DFW-NRT-DFW-JFK,Starts16:25,2423-61-60-1766,16,2025-11-06 21:57:37.430
3639,2025-06-06,320,CLT   ,I ,NOT SPOILED,,,1,1,5,170,2,2,0,0,1,CLT-CUN-CLT,Starts7:43,881-2248,7,2025-11-06 21:57:37.430
18562,2024-06-24,737,DFW   ,I ,NOT SPOILED,6.53,,1,1,6,191,2,2,0,0,2,DFW-DCA-DFW,Starts7:4,1253-1177,7,2025-11-06 21:57:37.430
1120,2024-04-14,787,PHL   ,I ,NOT SPOILED,6.85,,1,1,6,190,2,2,0,0,2,PHL-DFW-PHL,Starts11:4,1945-583,11,2025-11-06 21:57:37.430
5799,2025-06-07,320,DFW   ,I ,NOT SPOILED,,,3,3,18,160,2,5,0,0,24,DFW-PHX-MIA-UVF-MIA-DFW,Starts8:40,520-3044-1335-1335-1950,8,2025-11-06 21:57:37.430
272,2024-03-14,777,DFW   ,I ,NOT SPOILED,19.66,,3,2,19,545,1,2,0,0,24,DFW-LHR-DFW,Starts22:0,78-21,22,2025-11-06 21:57:37.430
28108,2024-12-03,737,ORD   ,D ,NOT SPOILED,,,1,1,6,177,2,2,0,0,1,ORD-PBI-ORD,Starts8:25,1831-1831,8,2025-11-06 21:57:37.430
454,2024-12-08,787,DFW   ,I ,NOT SPOILED,,,3,2,25,685,1,2,0,0,22,DFW-HND-DFW,Starts13:30,175-176,13,2025-11-06 21:57:37.430
18641,2025-04-18,737,DFW   ,I ,NOT SPOILED,,,1,1,6,179,2,2,0,0,0,DFW-SNA-DFW,Starts14:40,2659-2659,14,2025-11-06 21:57:37.430
20174,2024-10-23,737,MIA   ,I ,NOT SPOILED,,,2,2,13,63,3,6,0,0,13,MIA-SDQ-MIA-TPA-MIA-SJO-MIA,Starts8:40,2099-2099-2842-1306-413-1600,8,2025-11-06 21:57:37.430
18669,2024-11-21,737,DFW   ,I ,NOT SPOILED,,,2,2,11,130,3,4,0,0,18,DFW-BZE-MIA-BWI-DFW,Starts12:9,2451-3070-738-1213,12,2025-11-06 21:57:37.430
116,2025-07-28,777,CLT   ,I ,FULLY SPOILED,,16.92,3,2,16,480,1,2,0,0,24,CLT-LHR-CLT,Starts18:40,730-731,18,2025-11-06 21:57:37.430
17750,2024-04-29,320,DFW   ,D ,PARTIALLY SPOILED,10.67,6.62,2,2,10,119,3,4,0,0,16,DFW-DEN-DFW-IAD-DFW,Starts12:53,420-420-1291-2414,12,2025-11-06 21:57:37.430
19701,2025-03-25,737,DFW   ,I ,NOT SPOILED,,,3,3,17,70,3,8,0,0,17,DFW-PVR-DFW-MSY-DFW-AUS-DFW-CUN-DFW,Starts8:19,2639-2639-1171-1470-2911-579-1190-1068,8,2025-11-06 21:57:37.430
18716,2024-11-23,737,DFW   ,I ,FULLY SPOILED,,7.42,1,1,7,205,2,2,0,0,1,DFW-NAS-DFW,Starts10:45,2125-2125,10,2025-11-06 21:57:37.430
21080,2025-03-14,737,MIA   ,I ,NOT SPOILED,,,3,3,16,150,3,6,0,0,12,MIA-SJO-MIA-IAH-MIA-XPL-MIA,Starts17:44,1353-498-3286-1347-1531-2100,17,2025-11-06 21:57:37.430
28062,2024-06-24,737,ORD   ,D ,FULLY SPOILED,11.55,11.55,2,2,11,95,3,5,0,0,15,ORD-DEN-ORD-OMA-CLT-ORD,Starts13:32,1624-1624-1838-2595-1048,13,2025-11-06 21:57:37.430
9206,2024-04-03,320,PHX   ,I ,NOT SPOILED,16.42,,3,3,16,88,3,8,0,0,14,PHX-SFO-PHX-GEG-PHX-BFL-PHX-SMF-PHX,Starts13:35,237-237-339-275-1930-848-1142-1142,13,2025-11-06 21:57:37.430
18877,2024-07-03,737,DFW   ,I ,NOT SPOILED,10.74,,2,2,10,90,3,6,0,0,12,DFW-MSY-DFW-MEM-DFW-COS-DFW,Starts7:6,1996-2177-792-1940-1552-1552,7,2025-11-06 21:57:37.430
5822,2025-03-25,320,DFW   ,I ,PARTIALLY SPOILED,,5.08,2,2,10,137,3,4,0,0,20,DFW-PVR-DFW-ORD-DFW,Starts10:30,1215-1215-566-1559,10,2025-11-06 21:57:37.430
20695,2025-04-19,737,MIA   ,I ,NOT SPOILED,,,2,2,11,145,3,4,0,0,12,MIA-PHL-MIA-SJU-MIA,Starts18:55,3061-1871-967-967,18,2025-11-06 21:57:37.430
4047,2025-07-05,320,CLT   ,I ,NOT SPOILED,,,2,2,11,82,3,6,0,0,16,CLT-NAS-CLT-TPA-CLT-JAX-CLT,Starts11:15,859-859-1032-436-2004-1615,11,2025-11-06 21:57:37.430
324,2024-07-29,787,DFW   ,I ,NOT SPOILED,19.41,,3,2,19,560,1,2,0,0,24,DFW-AMS-DFW,Starts16:20,220-221,16,2025-11-06 21:57:37.430
4446,2024-03-11,320,CLT   ,I ,FULLY SPOILED,15.67,15.67,3,3,15,96,3,6,0,0,13,CLT-PHL-PLS-PHL-ORD-BOS-CLT,Starts8:2,511-1738-1738-2095-2837-1759,8,2025-11-06 21:57:37.430
16593,2024-03-02,320,DFW   ,D ,NOT SPOILED,15.69,,3,3,15,130,2,5,0,0,16,DFW-ORD-TUS-DFW-FAT-DFW,Starts6:15,2382-2537-2193-1770-2653,6,2025-11-06 21:57:37.430
19764,2024-03-02,737,DFW   ,I ,FULLY SPOILED,14.62,14.63,3,3,14,73,3,8,0,0,17,DFW-DEN-DFW-MSY-DFW-DSM-DFW-SAT-DFW,Starts7:3,1244-1244-2225-468-1286-2326-2759-2759,7,2025-11-06 21:57:37.430
1834,2024-03-26,787,PHL   ,I ,NOT SPOILED,18.0,,3,2,18,500,1,2,0,0,27,PHL-FCO-PHL,Starts19:40,718-719,19,2025-11-06 21:57:37.430
19568,2024-03-23,737,DFW   ,I ,NOT SPOILED,16.09,,3,3,16,70,3,6,0,0,19,DFW-MSP-MIA-SNU-MIA-LGA-DFW,Starts7:24,2220-1870-1579-2724-1736-2088,7,2025-11-06 21:57:37.430
28011,2024-10-27,737,ORD   ,D ,NOT SPOILED,,,1,1,6,202,2,2,0,0,0,ORD-SLC-ORD,Starts8:10,1658-1658,8,2025-11-06 21:57:37.430
6126,2025-06-03,320,DFW   ,I ,NOT SPOILED,,,2,2,11,161,3,4,0,0,21,DFW-SLC-DFW-LAS-DFW,Starts8:16,2066-2195-777-1380,8,2025-11-06 21:57:37.430
19207,2024-10-13,737,DFW   ,I ,NOT SPOILED,,,2,2,10,151,3,4,0,0,18,DFW-CLE-DFW-MSP-DFW,Starts13:12,2336-2336-2806-2406,13,2025-11-06 21:57:37.430
18867,2024-09-03,737,DFW   ,I ,NOT SPOILED,6.23,,1,1,6,186,2,2,0,0,0,DFW-SNA-DFW,Starts7:30,2382-2382,7,2025-11-06 21:57:37.430
10124,2025-03-10,320,PHL   ,I ,NOT SPOILED,,,2,2,10,114,2,4,0,0,21,PHL-CLT-PUJ-MIA-PHL,Starts8:36,2498-2744-2634-3061,8,2025-11-06 21:57:37.430
26412,2024-03-29,737,LGA   ,D ,FULLY SPOILED,15.87,15.87,3,3,15,71,3,7,0,0,15,LGA-DFW-AUS-CLT-DTW-CLT-ORD-LGA,Starts18:0,1473-455-1320-648-1683-536-774,18,2025-11-06 21:57:37.430
10245,2024-06-25,320,PHL   ,I ,PARTIALLY SPOILED,17.0,8.42,3,3,17,81,3,8,0,0,15,PHL-FLL-PHL-ATL-PHL-CLE-PHL-BNA-PHL,Starts13:42,1401-1401-1524-621-1813-2646-1417-1417,13,2025-11-06 21:57:37.430
21965,2025-04-09,737,ORD   ,I ,NOT SPOILED,,,2,2,11,130,2,4,0,0,20,ORD-MIA-SDQ-MIA-ORD,Starts7:0,1411-2171-1237-3062,7,2025-11-06 21:57:37.430
28120,2024-06-16,737,ORD   ,D ,NOT SPOILED,10.9,,2,2,10,69,3,5,0,0,13,ORD-CLT-GRR-ORD-TPA-ORD,Starts8:30,793-1685-2311-2920-2920,8,2025-11-06 21:57:37.430
959,2025-06-10,787,ORD   ,I ,NOT SPOILED,,,3,2,22,615,1,2,0,0,22,ORD-ATH-ORD,Starts16:55,160-161,16,2025-11-06 21:57:37.430
3949,2024-03-03,320,CLT   ,I ,NOT SPOILED,10.43,,2,2,10,77,3,5,0,0,12,CLT-CUN-CLT-PIT-PHL-CLT,Starts9:10,1262-2175-1749-999-2879,9,2025-11-06 21:57:37.430
427,2025-01-12,787,DFW   ,I ,NOT SPOILED,,,3,2,25,695,1,2,0,0,22,DFW-HND-DFW,Starts14:0,175-176,14,2025-11-06 21:57:37.430
383,2024-09-26,787,DFW   ,I ,NOT SPOILED,25.41,,3,2,25,710,1,2,0,0,25,DFW-HND-DFW,Starts12:20,175-176,12,2025-11-06 21:57:37.430
19873,2024-08-27,737,DFW   ,I ,NOT SPOILED,16.46,,3,3,16,136,3,6,0,0,18,DFW-MCO-DFW-CVG-DFW-RIC-DFW,Starts12:40,654-1772-2309-2345-1133-2067,12,2025-11-06 21:57:37.430
508,2024-10-28,787,DFW   ,I ,NOT SPOILED,,,3,2,19,550,1,2,0,0,25,DFW-CDG-DFW,Starts17:55,48-49,17,2025-11-06 21:57:37.430
20433,2024-08-16,737,MIA   ,I ,NOT SPOILED,15.28,,3,3,15,80,2,5,0,0,16,MIA-ORD-STL-MIA-BOG-MIA,Starts9:26,2565-2383-2981-913-1130,9,2025-11-06 21:57:37.430
7866,2024-05-20,320,MIA   ,I ,PARTIALLY SPOILED,6.08,3.25,1,1,6,170,2,2,0,0,3,MIA-DFW-MIA,Starts9:11,2821-1405,9,2025-11-06 21:57:37.430
3934,2025-04-03,320,CLT   ,I ,NOT SPOILED,,,2,2,10,80,3,6,1,0,14,CLT-JAX-CLT-MSY-CLT-TPA-CLT,Starts7:44,1834-1834-2615-1266-2915-2133,7,2025-11-06 21:57:37.430
20948,2025-04-04,737,MIA   ,I ,FULLY SPOILED,,15.38,3,3,15,72,3,6,0,0,16,MIA-MDE-MIA-MCO-ORD-RDU-MIA,Starts18:0,1129-1128-2803-2870-600-1891,18,2025-11-06 21:57:37.430
16519,2024-03-20,320,DFW   ,D ,NOT SPOILED,6.58,,1,1,6,173,2,2,0,0,0,DFW-BWI-DFW,Starts14:25,1213-1213,14,2025-11-06 21:57:37.430
6688,2024-10-09,320,DFW   ,I ,NOT SPOILED,,,3,3,17,71,3,7,0,0,17,DFW-MID-DFW-SAT-PHX-PIT-CLT-DFW,Starts12:39,2929-2929-1406-590-655-1989-1089,12,2025-11-06 21:57:37.430
7775,2025-02-07,320,LAX   ,I ,NOT SPOILED,,,1,1,6,186,2,2,0,0,1,LAX-DFW-LAX,Starts6:0,2811-1706,6,2025-11-06 21:57:37.430
19548,2024-03-29,737,DFW   ,I ,NOT SPOILED,6.53,,1,1,6,183,2,2,0,0,0,DFW-SNA-DFW,Starts7:3,1331-1331,7,2025-11-06 21:57:37.430
19777,2024-10-28,737,DFW   ,I ,NOT SPOILED,,,3,3,15,84,3,8,0,0,15,DFW-COS-DFW-MEM-CLT-IAH-DFW-MFE-DFW,Starts8:27,1552-1552-346-538-1478-2551-1799-1793,8,2025-11-06 21:57:37.430
27434,2024-08-16,737,LGA   ,D ,NOT SPOILED,15.83,,3,3,15,98,3,7,0,0,16,LGA-MIA-BNA-DFW-ELP-DFW-ORD-LGA,Starts17:0,1356-2766-1100-555-1365-1559-314,17,2025-11-06 21:57:37.430
28473,2024-06-15,737,ORD   ,D ,PARTIALLY SPOILED,17.98,6.57,3,3,17,63,3,7,0,0,17,ORD-BOS-CLT-MYR-DFW-FAT-DFW-ORD,Starts15:10,299-888-2741-2180-2288-2393-2346,15,2025-11-06 21:57:37.430
336,2025-06-04,787,DFW   ,I ,NOT SPOILED,,,3,2,25,705,1,2,0,0,23,DFW-HND-DFW,Starts12:25,175-176,12,2025-11-06 21:57:37.430
6010,2025-04-30,320,DFW   ,I ,PARTIALLY SPOILED,,6.4,2,2,10,71,3,6,0,0,13,DFW-BNA-DFW-ABQ-DFW-IAH-DFW,Starts14:40,2244-2244-3294-1230-2438-2438,14,2025-11-06 21:57:37.430
3720,2025-07-24,320,CLT   ,I ,NOT SPOILED,,,1,1,5,152,2,2,0,0,1,CLT-IAH-CLT,Starts15:11,1661-1661,15,2025-11-06 21:57:37.430
26041,2024-04-29,737,LGA   ,D ,FULLY SPOILED,15.79,15.78,3,3,15,78,2,6,0,0,16,LGA-ORD-IAH-DFW-CMH-DFW-LGA,Starts7:30,660-1636-2442-1279-2380-575,7,2025-11-06 21:57:37.430
500,2024-03-05,787,DFW   ,I ,NOT SPOILED,22.25,,3,2,22,600,1,2,0,0,22,DFW-FCO-DFW,Starts18:20,240-239,18,2025-11-06 21:57:37.430
21965,2025-04-15,737,ORD   ,I ,NOT SPOILED,,,2,2,11,130,2,4,0,0,20,ORD-MIA-SDQ-MIA-ORD,Starts7:0,1411-2171-1237-3062,7,2025-11-06 21:57:37.430
7817,2025-07-30,320,LAX   ,I ,NOT SPOILED,,,2,2,11,332,1,2,0,0,13,LAX-HNL-LAX,Starts19:30,2888-162,19,2025-11-06 21:57:37.430
19938,2024-11-29,737,DFW   ,I ,NOT SPOILED,,,3,3,17,134,3,6,0,0,18,DFW-CVG-CUN-CVG-DFW-SRQ-DFW,Starts8:42,1581-1553-1553-808-2679-2679,8,2025-11-06 21:57:37.430
981,2024-06-05,787,ORD   ,I ,FULLY SPOILED,19.59,19.58,3,2,19,550,1,2,0,0,24,ORD-FCO-ORD,Starts17:5,110-111,17,2025-11-06 21:57:37.430
5892,2024-10-19,320,DFW   ,I ,NOT SPOILED,,,1,1,5,165,2,2,0,0,1,DFW-CUN-DFW,Starts8:9,1190-1068,8,2025-11-06 21:57:37.430
6392,2024-04-22,320,DFW   ,I ,NOT SPOILED,17.09,,3,3,17,69,3,7,0,0,13,DFW-MCO-CLT-TPA-MIA-PTY-MIA-DFW,Starts7:25,1709-1757-2905-1306-959-959-1562,7,2025-11-06 21:57:37.430
18252,2025-04-14,737,CLT   ,I ,NOT SPOILED,,,2,2,10,103,3,5,0,0,12,CLT-DTW-CLT-DTW-MIA-CLT,Starts7:36,2582-2582-660-1020-2191,7,2025-11-06 21:57:37.430
722,2024-03-08,777,LAX   ,I ,NOT SPOILED,29.83,,4,2,29,845,1,2,0,0,25,LAX-SYD-LAX,Starts22:15,73-72,22,2025-11-06 21:57:37.430
6446,2025-06-08,320,DFW   ,I ,NOT SPOILED,,,3,3,17,70,3,8,0,0,16,DFW-SAT-DFW-DEN-ORD-DEN-DFW-CUN-DFW,Starts7:15,1836-1631-420-2771-699-1090-2207-2652,7,2025-11-06 21:57:37.430
324,2024-06-25,787,DFW   ,I ,NOT SPOILED,27.41,,3,2,27,770,1,2,0,0,25,DFW-ICN-DFW,Starts10:40,281-280,10,2025-11-06 21:57:37.430
648,2024-04-18,777,LGA   ,I ,PARTIALLY SPOILED,32.73,7.73,5,4,32,219,1,4,0,2,26,JFK-DFW-NRT-DFW-JFK,Starts16:25,2423-61-60-1766,16,2025-11-06 21:57:37.430
18364,2024-06-22,737,CLT   ,I ,PARTIALLY SPOILED,10.38,2.62,2,2,10,73,3,6,0,0,14,CLT-TPA-CLT-BDL-CLT-RIC-CLT,Starts14:42,2905-2905-657-1379-2054-2054,14,2025-11-06 21:57:37.430
9894,2024-06-10,320,PHL   ,I ,NOT SPOILED,17.13,,3,3,17,81,3,8,0,0,14,PHL-NAS-PHL-CLE-PHL-ATL-PHL-IND-PHL,Starts10:30,2109-2109-1813-2646-1992-761-2695-2856,10,2025-11-06 21:57:37.430
737,2024-12-07,787,LAX   ,I ,NOT SPOILED,,,3,2,22,595,1,2,0,0,28,LAX-HND-LAX,Starts9:45,27-26,9,2025-11-06 21:57:37.430
19471,2024-08-17,737,DFW   ,I ,NOT SPOILED,6.85,,1,1,6,203,2,2,0,0,0,DFW-FCA-DFW,Starts12:19,2961-1686,12,2025-11-06 21:57:37.430
3966,2025-03-05,320,CLT   ,I ,NOT SPOILED,,,2,2,12,111,3,6,0,0,12,CLT-RSW-CLT-RSW-CLT-FLL-CLT,Starts8:55,1935-1935-1930-2241-2945-2670,8,2025-11-06 21:57:37.430
4476,2025-07-13,320,CLT   ,I ,NOT SPOILED,,,1,1,5,152,2,2,0,0,1,CLT-IAH-CLT,Starts15:11,1661-1661,15,2025-11-06 21:57:37.430
28331,2024-07-10,737,ORD   ,D ,NOT SPOILED,11.46,,2,2,11,96,3,5,0,0,14,ORD-CLT-MEM-DFW-EWR-ORD,Starts13:15,1076-2948-2559-2222-1691,13,2025-11-06 21:57:37.430
19560,2024-12-23,737,DFW   ,I ,PARTIALLY SPOILED,,3.93,3,3,17,106,3,8,0,0,19,DFW-ATL-DFW-ABQ-DFW-STL-DFW-HDN-DFW,Starts7:14,809-1276-9-3163-1362-2711-2851-2851,7,2025-11-06 21:57:37.430
6068,2024-10-07,320,DFW   ,I ,NOT SPOILED,,,3,3,17,88,3,6,0,0,20,DFW-CUN-DFW-MSY-PHX-EUG-DFW,Starts10:9,2874-2219-1584-1836-2979-406,10,2025-11-06 21:57:37.430
8087,2024-05-29,320,MIA   ,I ,FULLY SPOILED,6.28,6.28,1,1,6,182,2,2,0,0,2,MIA-JFK-MIA,Starts9:27,1768-320,9,2025-11-06 21:57:37.430
20429,2024-11-10,737,MIA   ,I ,FULLY SPOILED,,15.75,3,3,15,123,3,6,0,0,12,MIA-BZE-DFW-SDF-DFW-RIC-MIA,Starts10:35,583-3032-1542-2796-2349-604,10,2025-11-06 21:57:37.430
20202,2024-06-15,737,MIA   ,I ,PARTIALLY SPOILED,10.11,3.78,2,2,10,70,3,4,0,0,12,MIA-GUA-DFW-IAH-MIA,Starts8:36,250-1486-1416-1347,8,2025-11-06 21:57:37.430
119,2024-03-24,777,CLT   ,I ,FULLY SPOILED,18.58,18.58,3,2,18,515,1,2,0,0,25,CLT-MUC-CLT,Starts17:55,716-717,17,2025-11-06 21:57:37.430
9263,2024-11-13,320,MIA   ,I ,NOT SPOILED,,,1,1,5,155,2,2,0,0,0,MIA-SJU-MIA,Starts13:40,967-967,13,2025-11-06 21:57:37.430
1306,2024-03-16,777,MIA   ,I ,NOT SPOILED,18.75,,3,2,18,530,1,2,0,0,25,MIA-LHR-MIA,Starts20:50,38-39,20,2025-11-06 21:57:37.430
26204,2025-07-30,737,DCA   ,D ,NOT SPOILED,,,1,1,5,159,2,2,0,0,1,DCA-MIA-DCA,Starts15:40,763-2897,15,2025-11-06 21:57:37.430
7744,2025-04-29,320,DFW   ,I ,PARTIALLY SPOILED,,7.92,2,2,10,66,3,5,0,0,12,DFW-PHX-LAS-DFW-DEN-DFW,Starts15:23,2108-1977-1969-1322-1322,15,2025-11-06 21:57:37.430
28458,2024-08-16,737,ORD   ,D ,NOT SPOILED,16.5,,3,3,16,91,3,8,0,0,13,ORD-BWI-ORD-BUF-ORD-DFW-BNA-DFW-ORD,Starts8:13,2940-2940-403-453-1631-2244-2787-1805,8,2025-11-06 21:57:37.430
7809,2024-10-30,320,DFW   ,I ,NOT SPOILED,,,1,1,6,180,2,2,0,0,0,DFW-ONT-DFW,Starts8:35,1820-1820,8,2025-11-06 21:57:37.430
6648,2024-06-08,320,DFW   ,I ,NOT SPOILED,5.81,,1,1,5,173,2,2,0,0,0,DFW-TVC-DFW,Starts12:20,2446-2446,12,2025-11-06 21:57:37.430
